x1,y1,x2,y2
2998.980691104981,2535.57360586154,2938.980689507146,2535.57360586154
2323.980688962359,2535.5736058615407,2156.980689992181,2535.5736058615407
2156.980687551822,2505.5736058615407,2323.980688962359,2505.5736058615407
3223.9806889623615,2770.573605861541,3223.9806889623615,2865.573417384743
3193.980688962361,2865.573422176526,3193.980688962361,2770.573605861541
3223.9806889623615,2535.5736058615407,3223.9806889623615,2770.573605861541
3193.980688962361,2740.573605861541,3193.980688962361,2535.5736058615407
3193.980688962361,2770.573605861541,2938.980689507146,2770.573605861541
2938.980689507146,2740.573605861541,3193.980688962361,2740.573605861541
3558.980681774679,2535.5736058615407,3558.980681774679,2895.573363876501
3528.980681774678,2865.573368668283,3528.980681774678,2535.5736058615407
3223.9806889623615,2865.573417384743,3528.980681774678,2865.573368668284
3528.980681774678,2895.5733686682843,3163.980681774683,2895.5734269683107
4106.480688962364,2853.073605861542,4106.480688962364,2908.073605861541
4106.480688962364,2908.073605861541,4051.4806889623633,2908.073605861541
4051.4806889623633,2908.073605861541,4051.4806889623633,2853.073605861542
1496.4806889623624,2853.073605861542,1496.4806889623624,2908.073605861542
1496.4806889623624,2908.073605861542,1441.4806889623633,2908.073605861542
1441.4806889623633,2908.073605861542,1441.4806889623633,2853.073605861542
1496.4806889623624,2158.573605861545,1496.4806889623624,2213.573605861545
1496.4806889623624,2213.573605861545,1441.4806889623633,2213.573605861545
1441.4806889623633,2213.573605861545,1441.4806889623633,2158.573605861545
4106.480688962364,2158.573605861545,4106.480688962364,2213.573605861544
4106.480688962364,2213.573605861544,4051.4806889623633,2213.573605861544
4051.4806889623633,2213.573605861544,4051.4806889623633,2158.573605861545
4106.480688962364,1288.5736058615428,4106.480688962364,1343.573605861543
4106.480688962364,1343.573605861543,4051.4806889623633,1343.573605861543
4051.4806889623633,1343.573605861543,4051.4806889623633,1288.5736058615428
